X,Y,Z,Datetime,vector_magnitude
1.0195312,-0.06640625,-0.046875,2025-04-16 10:00:04.066666496,1.0227664
1.015625,-0.0703125,-0.046875,2025-04-16 10:00:04.100000000,1.0191345
1.0117188,-0.07421875,-0.03515625,2025-04-16 10:00:04.133333504,1.0150464
1.0234375,-0.0625,-0.05078125,2025-04-16 10:00:04.166666752,1.0266008
1.0234375,-0.0546875,-0.05078125,2025-04-16 10:00:04.200000000,1.0261549
1.0117188,-0.0625,-0.03125,2025-04-16 10:00:04.233333248,1.014129
1.0546875,-0.0625,-0.06640625,2025-04-16 10:00:04.266666752,1.0586226
1.0507812,-0.078125,-0.0625,2025-04-16 10:00:04.300000000,1.0555335
1.0507812,-0.08203125,-0.07421875,2025-04-16 10:00:04.333333248,1.0565883
1.0742188,-0.1171875,-0.109375,2025-04-16 10:00:04.366666496,1.0861131
1.0820312,-0.14453125,-0.12109375,2025-04-16 10:00:04.400000000,1.0983372
1.078125,-0.12890625,-0.16015625,2025-04-16 10:00:04.433333504,1.097552
1.0664062,-0.13671875,-0.15234375,2025-04-16 10:00:04.466666752,1.0858743
1.0546875,-0.13671875,-0.1640625,2025-04-16 10:00:04.500000000,1.0760921
1.0351562,-0.171875,-0.1484375,2025-04-16 10:00:04.533333248,1.0597751
0.97265625,-0.1171875,-0.09375,2025-04-16 10:00:04.566666496,0.9841657
0.96484375,-0.12109375,-0.0390625,2025-04-16 10:00:04.600000000,0.97319734
0.9140625,-0.05859375,-0.00390625,2025-04-16 10:00:04.633333504,0.9159469
0.9296875,-0.046875,-0.02734375,2025-04-16 10:00:04.666666752,0.93127
0.96875,-0.0703125,-0.07421875,2025-04-16 10:00:04.700000000,0.9741298
0.9375,-0.0625,-0.08203125,2025-04-16 10:00:04.733333248,0.94315517
0.875,0.046875,-0.0390625,2025-04-16 10:00:04.766666752,0.8771249
0.9453125,-0.01953125,-0.0625,2025-04-16 10:00:04.800000000,0.94757766
0.94140625,0.01171875,-0.05859375,2025-04-16 10:00:04.833333248,0.9433007
0.92578125,0.05859375,-0.0390625,2025-04-16 10:00:04.866666496,0.9284557
0.9140625,0.08984375,0.0078125,2025-04-16 10:00:04.900000000,0.9185005
0.9765625,0.0234375,-0.0234375,2025-04-16 10:00:04.933333504,0.9771248
0.98828125,-0.0234375,0.04296875,2025-04-16 10:00:04.966666752,0.98949254
0.98828125,0.01953125,-0.00390625,2025-04-16 10:00:05.000000000,0.98848194
0.96875,0.04296875,-0.1015625,2025-04-16 10:00:05.033333248,0.9750066
0.9453125,0.01953125,-0.10546875,2025-04-16 10:00:05.066666496,0.9513784
0.9140625,0.09765625,-0.11328125,2025-04-16 10:00:05.100000000,0.9262179
0.90625,0.19921875,-0.1484375,2025-04-16 10:00:05.133333504,0.9396866
0.94921875,0.19921875,-0.19921875,2025-04-16 10:00:05.166666752,0.9901477
0.9609375,0.23828125,-0.0625,2025-04-16 10:00:05.200000000,0.99201065
0.95703125,0.31640625,-0.03125,2025-04-16 10:00:05.233333248,1.0084634
1.046875,0.23046875,-0.0859375,2025-04-16 10:00:05.266666752,1.075383
1.0351562,0.28125,-0.0625,2025-04-16 10:00:05.300000000,1.0745028
1.0703125,0.203125,-0.12109375,2025-04-16 10:00:05.333333248,1.0961261
1.0273438,0.22265625,-0.1484375,2025-04-16 10:00:05.366666496,1.0616236
1.0234375,0.2265625,-0.15625,2025-04-16 10:00:05.400000000,1.0597967
1.0546875,0.19921875,-0.171875,2025-04-16 10:00:05.433333504,1.0870119
1.0117188,0.14453125,-0.26171875,2025-04-16 10:00:05.466666752,1.0549695
1.0546875,0.12109375,-0.2421875,2025-04-16 10:00:05.500000000,1.0888913
1.0273438,0.109375,-0.25390625,2025-04-16 10:00:05.533333248,1.0638921
1.0117188,0.1171875,-0.2890625,2025-04-16 10:00:05.566666496,1.058709
0.9375,0.20703125,-0.33203125,2025-04-16 10:00:05.600000000,1.0158803
0.9296875,0.15234375,-0.33203125,2025-04-16 10:00:05.633333504,0.9988855
1.0,-0.00390625,-0.23046875,2025-04-16 10:00:05.666666752,1.0262218
0.890625,0.25390625,-0.34375,2025-04-16 10:00:05.700000000,0.9878488
0.9765625,0.09765625,-0.34765625,2025-04-16 10:00:05.733333248,1.0411897
1.0351562,-0.046875,-0.28515625,2025-04-16 10:00:05.766666752,1.0747371
1.0039062,0.06640625,-0.3046875,2025-04-16 10:00:05.800000000,1.0512241
1.0234375,0.00390625,-0.30859375,2025-04-16 10:00:05.833333248,1.0689573
1.03125,-0.06640625,-0.234375,2025-04-16 10:00:05.866666496,1.0596311
1.0,-0.00390625,-0.20703125,2025-04-16 10:00:05.900000000,1.0212135
1.0195312,0.0,-0.28125,2025-04-16 10:00:05.933333504,1.0576131
0.9375,0.07421875,-0.30859375,2025-04-16 10:00:05.966666752,0.98977005
0.94140625,0.0546875,-0.3203125,2025-04-16 10:00:06.000000000,0.9959099
0.953125,-0.0078125,-0.203125,2025-04-16 10:00:06.033333248,0.97456044
0.984375,-0.1015625,-0.22265625,2025-04-16 10:00:06.066666496,1.0143397
0.97265625,-0.06640625,-0.27734375,2025-04-16 10:00:06.100000000,1.0136023
0.97265625,-0.0390625,-0.3203125,2025-04-16 10:00:06.133333504,1.0247859
0.97265625,-0.046875,-0.296875,2025-04-16 10:00:06.166666752,1.0180335
1.0078125,-0.16796875,-0.16796875,2025-04-16 10:00:06.200000000,1.0354289
0.98046875,-0.13671875,-0.2265625,2025-04-16 10:00:06.233333248,1.0155499
1.0,-0.046875,-0.2734375,2025-04-16 10:00:06.266666752,1.0377694
0.99609375,-0.046875,-0.296875,2025-04-16 10:00:06.300000000,1.0404493
0.99609375,-0.10546875,-0.30078125,2025-04-16 10:00:06.333333248,1.0458469
1.0390625,-0.05078125,-0.2734375,2025-04-16 10:00:06.366666496,1.0756383
0.953125,0.00390625,-0.359375,2025-04-16 10:00:06.400000000,1.0186329
0.9140625,0.0859375,0.0703125,2025-04-16 10:00:06.433333504,0.9207819
1.1601562,-0.17578125,-0.10546875,2025-04-16 10:00:06.466666752,1.1781279
1.140625,-0.19140625,0.11328125,2025-04-16 10:00:06.500000000,1.1621077
1.1015625,-0.0546875,-0.0078125,2025-04-16 10:00:06.533333248,1.1029469
1.0703125,0.07421875,0.01171875,2025-04-16 10:00:06.566666496,1.0729467
1.0078125,0.03125,-0.05859375,2025-04-16 10:00:06.600000000,1.009998
1.2890625,-0.12890625,-0.2421875,2025-04-16 10:00:06.633333504,1.3179353
1.1835938,-0.01171875,-0.33984375,2025-04-16 10:00:06.666666752,1.2314728
0.83203125,-0.41015625,-0.28125,2025-04-16 10:00:06.700000000,0.96933264
0.78515625,-0.2421875,-0.203125,2025-04-16 10:00:06.733333248,0.84639525
0.87890625,-0.13671875,-0.20703125,2025-04-16 10:00:06.766666752,0.91325253
0.99609375,0.03515625,-0.28125,2025-04-16 10:00:06.800000000,1.0356352
1.15625,0.16796875,-0.3046875,2025-04-16 10:00:06.833333248,1.207461
1.2773438,0.48046875,-0.3203125,2025-04-16 10:00:06.866666496,1.401805
1.4179688,0.8046875,-0.24609375,2025-04-16 10:00:06.900000000,1.648854
1.4570312,1.0078125,0.0703125,2025-04-16 10:00:06.933333504,1.7730116
1.3007812,0.94921875,0.12109375,2025-04-16 10:00:06.966666752,1.6148411
0.83203125,0.4609375,-0.18359375,2025-04-16 10:00:07.000000000,0.96873426
-0.0390625,-0.6328125,-0.90625,2025-04-16 10:00:07.033333248,1.1060138
-0.66796875,-2.5507812,-2.171875,2025-04-16 10:00:07.066666496,3.4160955
-0.7578125,-2.2460938,-1.4648438,2025-04-16 10:00:07.100000000,2.7865722
-0.14453125,-0.953125,-0.5859375,2025-04-16 10:00:07.133333504,1.128122
0.51171875,0.89453125,0.4921875,2025-04-16 10:00:07.166666752,1.1420555
1.203125,2.1328125,3.1132812,2025-04-16 10:00:07.200000000,3.960924
1.15625,0.98046875,2.3984375,2025-04-16 10:00:07.233333248,2.8373818
0.51953125,0.3359375,0.9765625,2025-04-16 10:00:07.266666752,1.1560454
-0.23828125,-0.484375,-1.5664062,2025-04-16 10:00:07.300000000,1.6568118
-0.07421875,-2.2460938,-3.1210938,2025-04-16 10:00:07.333333248,3.8459942
-0.11328125,-1.4101562,-1.5195312,2025-04-16 10:00:07.366666496,2.0761378
0.28125,-0.42578125,-0.17578125,2025-04-16 10:00:07.400000000,0.53971314
0.83203125,1.2734375,2.0898438,2025-04-16 10:00:07.433333504,2.5848339
1.2695312,0.96875,3.3476562,2025-04-16 10:00:07.466666752,3.7090414
0.9609375,0.30859375,2.0703125,2025-04-16 10:00:07.500000000,2.3032205
0.37109375,0.0625,0.34765625,2025-04-16 10:00:07.533333248,0.5123297
-0.0078125,-0.98828125,-2.8632812,2025-04-16 10:00:07.566666496,3.0290494
0.0703125,-2.203125,-3.0820312,2025-04-16 10:00:07.600000000,3.789145
-0.08984375,-1.1835938,-1.09375,2025-04-16 10:00:07.633333504,1.6140803
0.33203125,0.56640625,0.859375,2025-04-16 10:00:07.666666752,1.0814741
1.0546875,1.7226562,3.3476562,2025-04-16 10:00:07.700000000,3.9098227
1.0859375,0.5078125,2.96875,2025-04-16 10:00:07.733333248,3.2016575
0.5859375,0.16796875,1.53125,2025-04-16 10:00:07.766666752,1.6481088
0.109375,-0.1796875,-0.37890625,2025-04-16 10:00:07.800000000,0.43338254
0.19140625,-1.359375,-2.9882812,2025-04-16 10:00:07.833333248,3.2885196
0.08203125,-1.4296875,-2.0976562,2025-04-16 10:00:07.866666496,2.5398617
0.1640625,-0.71484375,-0.3359375,2025-04-16 10:00:07.900000000,0.80670446
0.6484375,0.8515625,1.9960938,2025-04-16 10:00:07.933333504,2.2649548
1.0898438,0.98046875,3.6054688,2025-04-16 10:00:07.966666752,3.8921053
0.83984375,0.1953125,2.6914062,2025-04-16 10:00:08.000000000,2.826155
0.40234375,0.04296875,1.0234375,2025-04-16 10:00:08.033333248,1.1005231
0.07421875,-0.34375,-0.8515625,2025-04-16 10:00:08.066666496,0.9213203
0.22265625,-1.3085938,-3.125,2025-04-16 10:00:08.100000000,3.3952346
0.1796875,-1.21875,-1.96875,2025-04-16 10:00:08.133333504,2.3224158
0.2578125,-0.7578125,-0.4140625,2025-04-16 10:00:08.166666752,0.90121853
0.62890625,0.58203125,1.4882812,2025-04-16 10:00:08.200000000,1.7173423
1.0585938,1.2734375,3.7773438,2025-04-16 10:00:08.233333248,4.1243896
0.80859375,0.140625,2.7382812,2025-04-16 10:00:08.266666752,2.858633
0.2421875,0.00390625,0.9375,2025-04-16 10:00:08.300000000,0.96828526
-0.2109375,-0.78125,-1.6640625,2025-04-16 10:00:08.333333248,1.8503919
0.06640625,-1.7734375,-3.5820312,2025-04-16 10:00:08.366666496,3.997554
0.14453125,-1.109375,-1.3789062,2025-04-16 10:00:08.400000000,1.7756646
0.49609375,-0.32421875,0.2265625,2025-04-16 10:00:08.433333504,0.6344741
1.0234375,1.34375,3.1171875,2025-04-16 10:00:08.466666752,3.545412
1.171875,0.90625,3.6757812,2025-04-16 10:00:08.500000000,3.963073
0.578125,0.31640625,1.9101562,2025-04-16 10:00:08.533333248,2.020653
-0.296875,-0.1796875,-0.71875,2025-04-16 10:00:08.566666496,0.7981378
-0.24609375,-2.2851562,-4.7773438,2025-04-16 10:00:08.600000000,5.3014636
-0.359375,-1.4335938,-2.3242188,2025-04-16 10:00:08.633333504,2.7543302
0.04296875,-0.5703125,-0.0625,2025-04-16 10:00:08.666666752,0.5753337
0.5234375,1.3554688,3.1640625,2025-04-16 10:00:08.700000000,3.4817486
0.95703125,0.8671875,4.3046875,2025-04-16 10:00:08.733333248,4.494247
0.55859375,0.3046875,2.3710938,2025-04-16 10:00:08.766666752,2.4549842
-0.07421875,0.11328125,0.5078125,2025-04-16 10:00:08.800000000,0.5255612
-0.51953125,-1.4296875,-2.8984375,2025-04-16 10:00:08.833333248,3.273356
-0.19140625,-1.8398438,-3.5742188,2025-04-16 10:00:08.866666496,4.0245123
-0.05078125,-1.2382812,-0.97265625,2025-04-16 10:00:08.900000000,1.5754299
0.44921875,-0.09765625,0.48046875,2025-04-16 10:00:08.933333504,0.6649695
1.046875,1.6484375,2.8671875,2025-04-16 10:00:08.966666752,3.469014
1.1679688,1.0078125,3.2539062,2025-04-16 10:00:09.000000000,3.6010752
0.59765625,0.22265625,1.6757812,2025-04-16 10:00:09.033333248,1.7930453
-0.0234375,-0.40234375,-0.015625,2025-04-16 10:00:09.066666496,0.4033286
-0.171875,-1.90625,-3.5,2025-04-16 10:00:09.100000000,3.9891515
-0.0390625,-1.3515625,-2.7304688,2025-04-16 10:00:09.133333504,3.0469177
0.2578125,-0.68359375,-0.46484375,2025-04-16 10:00:09.166666752,0.8659373
0.69921875,0.9375,2.125,2025-04-16 10:00:09.200000000,2.42558
1.125,0.83984375,3.7460938,2025-04-16 10:00:09.233333248,4.0005226
0.73046875,0.0390625,2.46875,2025-04-16 10:00:09.266666752,2.574847
0.21484375,-0.08203125,0.82421875,2025-04-16 10:00:09.300000000,0.8557006
-0.34765625,-0.87109375,-1.5585938,2025-04-16 10:00:09.333333248,1.8190337
-0.1328125,-1.8164062,-4.0117188,2025-04-16 10:00:09.366666496,4.4057755
0.01953125,-1.078125,-1.78125,2025-04-16 10:00:09.400000000,2.0822072
0.42578125,0.01171875,0.00390625,2025-04-16 10:00:09.433333504,0.4259604
0.58203125,1.4726562,3.546875,2025-04-16 10:00:09.466666752,3.8843017
0.8203125,0.90234375,4.0078125,2025-04-16 10:00:09.500000000,4.189236
0.34765625,0.4140625,2.0429688,2025-04-16 10:00:09.533333248,2.1132994
-0.23828125,-0.09765625,0.2890625,2025-04-16 10:00:09.566666496,0.38713282
-0.53125,-2.09375,-3.4335938,2025-04-16 10:00:09.600000000,4.056548
-0.359375,-2.0429688,-3.2617188,2025-04-16 10:00:09.633333504,3.865447
0.046875,-0.9609375,-0.76171875,2025-04-16 10:00:09.666666752,1.227116
0.625,1.09375,0.93359375,2025-04-16 10:00:09.700000000,1.5679641
1.2773438,1.84375,3.5429688,2025-04-16 10:00:09.733333248,4.193286
1.0039062,0.828125,2.90625,2025-04-16 10:00:09.766666752,3.184322
0.48046875,0.32421875,1.1210938,2025-04-16 10:00:09.800000000,1.2620695
-0.00390625,-0.22265625,-1.390625,2025-04-16 10:00:09.833333248,1.4083426
0.0546875,-1.9570312,-3.546875,2025-04-16 10:00:09.866666496,4.051331
-0.03125,-1.3125,-1.9296875,2025-04-16 10:00:09.900000000,2.3339508
0.1640625,-0.30078125,-0.18359375,2025-04-16 10:00:09.933333504,0.38870624
0.6015625,1.1171875,2.78125,2025-04-16 10:00:09.966666752,3.0570145
0.94140625,0.8125,3.7226562,2025-04-16 10:00:10.000000000,3.9248657
0.64453125,0.31640625,2.203125,2025-04-16 10:00:10.033333248,2.3171735
0.1953125,0.01171875,0.59765625,2025-04-16 10:00:10.066666496,0.62886983
-0.3359375,-0.98046875,-1.75,2025-04-16 10:00:10.100000000,2.0338812
-0.1640625,-1.953125,-3.125,2025-04-16 10:00:10.133333504,3.6887991
0.11328125,-1.2617188,-1.3789062,2025-04-16 10:00:10.166666752,1.8724715
0.6328125,-0.1953125,-0.1171875,2025-04-16 10:00:10.200000000,0.672556
1.078125,1.3398438,2.1289062,2025-04-16 10:00:10.233333248,2.7367456
1.2265625,1.2304688,3.2382812,2025-04-16 10:00:10.266666752,3.6749115
0.66796875,0.30078125,1.921875,2025-04-16 10:00:10.300000000,2.0567584
0.109375,-0.2578125,0.5546875,2025-04-16 10:00:10.333333248,0.6213762
-0.515625,-1.5585938,-1.4609375,2025-04-16 10:00:10.366666496,2.1975946
-0.40234375,-2.3554688,-3.2460938,2025-04-16 10:00:10.400000000,4.0307865
-0.09765625,-1.3242188,-1.4414062,2025-04-16 10:00:10.433333504,1.9597816
0.4453125,0.09765625,-0.265625,2025-04-16 10:00:10.466666752,0.527633
0.87890625,2.1484375,3.015625,2025-04-16 10:00:10.500000000,3.8055556
0.875,1.078125,3.7421875,2025-04-16 10:00:10.533333248,3.9914842
0.3515625,0.27734375,1.8632812,2025-04-16 10:00:10.566666496,1.9163332
-0.06640625,-0.35546875,0.45703125,2025-04-16 10:00:10.600000000,0.58279103
-0.51171875,-1.4375,-1.9296875,2025-04-16 10:00:10.633333504,2.4600723
-0.28515625,-2.2773438,-3.2460938,2025-04-16 10:00:10.666666752,3.9755168
0.1171875,-1.4023438,-1.3085938,2025-04-16 10:00:10.700000000,1.9216447
0.64453125,-0.0390625,0.1328125,2025-04-16 10:00:10.733333248,0.65923107
1.1757812,1.53125,2.4726562,2025-04-16 10:00:10.766666752,3.1370714
1.15625,0.96875,3.0039062,2025-04-16 10:00:10.800000000,3.3613753
0.5859375,0.25,1.609375,2025-04-16 10:00:10.833333248,1.7308699
0.15625,-0.265625,0.3515625,2025-04-16 10:00:10.866666496,0.4675114
-0.203125,-1.359375,-1.7578125,2025-04-16 10:00:10.900000000,2.231382
-0.02734375,-1.9570312,-3.1367188,2025-04-16 10:00:10.933333504,3.697259
0.20703125,-1.2578125,-1.390625,2025-04-16 10:00:10.966666752,1.8864762
0.5234375,0.08984375,0.26953125,2025-04-16 10:00:11.000000000,0.5955718
1.1171875,1.5078125,3.0820312,2025-04-16 10:00:11.033333248,3.6083963
1.1171875,0.703125,3.0078125,2025-04-16 10:00:11.066666496,3.2847266
0.59375,-0.0546875,1.5195312,2025-04-16 10:00:11.100000000,1.6323311
0.25,-0.6875,0.11328125,2025-04-16 10:00:11.133333504,0.74026275
